1662575657;1662579258;1;default;xfs;50;rw;17867.030819;3601.188755;19914528552
1662579380;1662580281;1;default;xfs;250;ro;97654.111297;901.443464;4416
1662580341;1662583942;1;default;xfs;250;rw;9420.083798;3600.664091;24116283888
1662584282;1662585183;1;default;xfs;1000;ro;59055.078255;900.892243;5056
1662585243;1662588843;1;default;xfs;1000;rw;3541.419260;3600.358996;52620923528
1662589499;1662593101;1;default;ext4;50;rw;18211.758239;3601.158937;20198164544
1662593223;1662594124;1;default;ext4;250;ro;99589.751353;901.469135;6592
1662594184;1662597785;1;default;ext4;250;rw;9596.235703;3600.686507;24254990424
1662598128;1662599029;1;default;ext4;1000;ro;59368.655897;900.909820;6888
1662599089;1662602689;1;default;ext4;1000;rw;3531.744230;3600.347132;52568799640
1662604240;1662607841;10;default;xfs;50;rw;19725.127717;3601.246115;21494957144
1662607939;1662608840;10;default;xfs;250;ro;101205.234070;901.477747;5464
1662608901;1662612502;10;default;xfs;250;rw;14651.653868;3600.966131;28575799664
1662612718;1662613619;10;default;xfs;1000;ro;58010.330816;900.891199;1208
1662613679;1662617279;10;default;xfs;1000;rw;5820.318040;3600.479904;59334293272
1662618832;1662622433;10;default;ext4;50;rw;20181.005001;3601.267708;21868351832
1662622532;1662623433;10;default;ext4;250;ro;101575.892835;901.498091;504
1662623493;1662627094;10;default;ext4;250;rw;14914.123750;3600.978598;28862257200
1662627318;1662628219;10;default;ext4;1000;ro;58290.444857;900.905898;4240
1662628279;1662631880;10;default;ext4;1000;rw;5900.675458;3600.475002;59510541712
