1662880439;1662881194;0;default;xfs;5000;init;755.302713;64400489160
1662881194;1662881195;0;default;xfs;5000;vacuum;0.108633;2626704
1662885838;1662886624;0;default;ext4;5000;init;785.617627;64400489648
1662886624;1662886624;0;default;ext4;5000;vacuum;0.118267;2626216
1662892732;1662893660;10;default;xfs;5000;init;927.786817;64400490576
1662893660;1662893660;10;default;xfs;5000;vacuum;0.121665;2625288
1662899756;1662900738;10;default;ext4;5000;init;982.838026;64400496056
1662900738;1662900739;10;default;ext4;5000;vacuum;0.113948;2628000
1662905929;1662906782;5;default;xfs;5000;init;852.256178;64400489784
1662906782;1662906782;5;default;xfs;5000;vacuum;0.119023;2626080
1662911918;1662912899;5;default;ext4;5000;init;981.184616;64400490712
1662912899;1662912899;5;default;ext4;5000;vacuum;0.128745;2625152
1662918145;1662919164;6;default;xfs;5000;init;1019.105879;64400490984
1662919164;1662919164;6;default;xfs;5000;vacuum;0.124354;2624880
1662924286;1662925520;6;default;ext4;5000;init;1233.806187;64400492320
1662925520;1662925520;6;default;ext4;5000;vacuum;0.115103;2623544
