1662881195;1662882095;0;default;xfs;5000;ro;40527.968782;900.674917;1928
1662882155;1662885756;0;default;xfs;5000;rw;5890.896105;3600.502411;172493654672
1662886624;1662887524;0;default;ext4;5000;ro;40144.941174;900.695682;2416
1662887584;1662891185;0;default;ext4;5000;rw;5825.994277;3600.491377;171063856512
1662893660;1662894561;10;default;xfs;5000;ro;41638.456738;900.697752;3344
1662894621;1662898222;10;default;xfs;5000;rw;4502.108167;3600.422686;137836915832
1662900739;1662901639;10;default;ext4;5000;ro;41899.130108;900.711862;688
1662901699;1662905300;10;default;ext4;5000;rw;4490.729904;3600.417339;137705281232
1662906782;1662907682;5;default;xfs;5000;ro;40401.179827;900.692744;2608
1662907742;1662911343;5;default;xfs;5000;rw;3487.468145;3600.356705;117250841504
1662912899;1662913800;5;default;ext4;5000;ro;39679.606604;900.681923;3536
1662913860;1662917461;5;default;ext4;5000;rw;3333.026083;3600.338663;113854091648
1662919164;1662920065;6;default;xfs;5000;ro;39978.929290;900.684762;3752
1662920125;1662923725;6;default;xfs;5000;rw;2682.910906;3600.299836;98301081744
1662925520;1662926420;6;default;ext4;5000;ro;39565.678761;900.677853;5088
1662926480;1662930081;6;default;ext4;5000;rw;2492.253378;3600.293746;93327052712
