1662935166;1662935989;raid0;default;5000;init;823.253997;64400496088
1662935989;1662935989;raid0;default;5000;vacuum;0.121307;2627968
1662940666;1662941660;raid10;default;5000;init;993.782466;64400490768
1662941660;1662941660;raid10;default;5000;vacuum;0.118159;2625096
1662946339;1662947199;raid5;default;5000;init;859.522637;64400489920
1662947199;1662947199;raid5;default;5000;vacuum;0.128854;2625944
1662951876;1662952787;raid6;default;5000;init;910.335057;64400490520
1662952787;1662952787;raid6;default;5000;vacuum;0.123699;2625344
1662957464;1662959101;raid1;default;5000;init;1636.728563;64400495064
1662959101;1662959101;raid1;default;5000;vacuum;0.117269;2620800
