1662935989;1662936890;raid0;default;5000;ro;34906.250754;900.614555;664
1662936950;1662940550;raid0;default;5000;rw;2199.408160;3600.253606;84048927032
1662941660;1662942561;raid10;default;5000;ro;35005.397494;900.594983;3536
1662942621;1662946221;raid10;default;5000;rw;2013.204557;3600.251390;78626382336
1662947199;1662948100;raid5;default;5000;ro;34888.692932;900.612257;2688
1662948160;1662951762;raid5;default;5000;rw;1564.464864;3602.255958;65377210576
1662952787;1662953687;raid6;default;5000;ro;34728.867310;900.596193;3344
1662953748;1662957348;raid6;default;5000;rw;1436.312987;3600.348204;61198636784
1662959101;1662960002;raid1;default;5000;ro;34805.713000;900.621790;7808
1662960062;1662963662;raid1;default;5000;rw;1982.228830;3600.252167;78173092904
